subgroup,precision,recall,f1_score
female_not_smiling,0.9310594016476369,0.9345713042216741,0.932812047494932
female_smiling,0.9310594016476369,0.9345713042216741,0.932812047494932
male_not_smiling,0.8770019218449712,0.8849385908209437,0.8809523809523809
male_smiling,0.8770019218449712,0.8849385908209437,0.8809523809523809
